feeling significant drug effects,OUTCOME
psilocybin,DRUG
depression,HEALTH
psychedelic,DRUG
drug experiences,OUTCOME
psychedelics,DRUG
Psychedelics,DRUG
serotonin receptors,NEURAL
brain,NEURAL
2A subtype,NEURAL
flexible thinking,OUTCOME
brain,NEURAL
brain,NEURAL
psychedelics,DRUG
learning and change,OUTCOME
mind,NEURAL
brain,NEURAL
psychedelic,DRUG
psychological priming,OUTCOME
short- and long-term effects,OUTCOME
psychedelics,DRUG
drug × environment interactions,OUTCOME
therapeutic outcomes,OUTCOME
psychedelic,DRUG
psychological flexibility,OUTCOME
willingness to experience painful emotions,OUTCOME
defragging” rigid thought patterns,OUTCOME
long-term benefits,OUTCOME
depression,HEALTH
acceptance,SUBJECTIVE
integration of painful experience and difficult emotions,OUTCOME
psychedelics,DRUG
psychedelics,DRUG
feeling disenchanted with traditional treatments,OUTCOME
depression,HEALTH
Antidepressants,ANTIDEPRESSANT_DRUG
poorly delivered short-term talking therapies,OUTCOME
repeating and reinforcing the disconnection,OUTCOME
emotional avoidance,OUTCOME
Antidepressants,ANTIDEPRESSANT_DRUG
poorly delivered short-term talking therapies,OUTCOME
Antidepressants,ANTIDEPRESSANT_DRUG
depression,HEALTH
promoting a view of psychological pain,OUTCOME
antidepressants,ANTIDEPRESSANT_DRUG
emotional pain,OUTCOME
cathartic for many,OUTCOME
tears of relief,OUTCOME
feeling lighter and more open,OUTCOME
psychedelic,DRUG
psychedelic,DRUG
psilocybin,DRUG
tobacco addiction,HEALTH
psychedelic,DRUG
enhanced transference relationships,OUTCOME
treatment outcomes,OUTCOME
positive expectations,OUTCOME
positive modulation of the patients in this trial expectations,OUTCOME
biased outcomes,OUTCOME
treatment-resistant depression,HEALTH
negative views,OUTCOME
psilocybin,DRUG
enduring the positive outcomes,OUTCOME
positive outcomes,OUTCOME
positive “bias,OUTCOME
positive change themes,OUTCOME
negative outcomes,OUTCOME
psychedelic,DRUG
serious adverse events,OUTCOME
reliving” of a childhood trauma,OUTCOME
psychologically interesting,OUTCOME
expert answer,OUTCOME
uncommunicative for a prolonged period,OUTCOME
drug effects,OUTCOME
vital signs remained normal,OUTCOME
extremely “blissful,OUTCOME
positive physiological safety profile,OUTCOME
psilocybin,DRUG
psychedelics,DRUG
addiction,HEALTH
obsessive compulsive disorder,HEALTH
deschematizing and viewing experiences,OUTCOME
facilitated access to emotions and catharsis,OUTCOME
no negative aspects of the treatment,OUTCOME
relational embeddedness,OUTCOME
emotional range,OUTCOME
desire to repeat the psilocybin experience,OUTCOME
psychedelic,DRUG
posttraumatic stress disorder,HEALTH
addictions,HEALTH
obsessive-compulsive disorder,HEALTH
depression,HEALTH
end-of-life anxiety,HEALTH
psychedelics,DRUG
psychiatric conditions,HEALTH
different manifest expressions of consistent latent problems,OUTCOME
repression of emotional pain,OUTCOME
ego-dystonic psychological material,OUTCOME
lack of meaning,OUTCOME
psychedelic,DRUG
mental ill-being,HEALTH
psychedelics,DRUG
mental illness,HEALTH
mental illness,HEALTH
rumination,OUTCOME
feeling better,OUTCOME
greater meaning,OUTCOME
depression,HEALTH
treatment relapse,OUTCOME
persistent changes in some perspectives and behaviors,OUTCOME
depression,HEALTH
happiness,OUTCOME
Happiness,OUTCOME
psilocybin,DRUG
depression,HEALTH
depression,HEALTH
still feeling connected to what,OUTCOME
depression,HEALTH
depression,HEALTH
psilocybin,DRUG
treatment-resistant depression,HEALTH
change from disconnection,OUTCOME
avoidance of difficult emotions and memories,OUTCOME
defensive strategies of disconnection,OUTCOME
retreat,OUTCOME
psilocybin,DRUG
promoted a confrontation and subsequent reconnection,OUTCOME
psilocybin,DRUG
psychedelics,DRUG
psychological distress,HEALTH
mental health treatment,HEALTH
depression,HEALTH
anxiety,HEALTH
suicidal thoughts,OUTCOME
psychedelics,DRUG
decreased inpatient psychiatric treatment,OUTCOME
psychedelic,DRUG
childhood depressive episode,HEALTH
LSD,DRUG
psilocybin,DRUG
mescaline,DRUG
peyote,DRUG
LSD,DRUG
mental health problems,HEALTH
psychedelics,DRUG
mental health,HEALTH
flashbacks,OUTCOME
psychotic episodes,HEALTH
hallucinations,OUTCOME
panic attacks,OUTCOME
hallucinogen persisting perceptual disorder,OUTCOME
anxiety,HEALTH
distress,HEALTH
psychedelics,DRUG
LSD,DRUG
seeing something others could not,OUTCOME
panic attacks,OUTCOME
psychosis,HEALTH
psilocybin,DRUG
flashbacks,DRUG
persistent visual phenomena,OUTCOME
peyote,DRUG
flashbacks,DRUG
visual phenomena,OUTCOME
HPPD are,OUTCOME
psychedelics,DRUG
HPPD-like persistent visual symptoms,HEALTH
psychedelic,DRUG
HPPD,HEALTH
somatic symptom disorders,NEURAL
beneficial effects,OUTCOME
psychedelic,DRUG
better initial mental health,OUTCOME
psychedelics,DRUG
psychedelics,DRUG
spiritual experiences,OUTCOME
long-term psychological benefits,OUTCOME
LSD,DRUG
more understanding and acceptance of they and,OUTCOME
broader tolerance of the view points of others,OUTCOME
LSD,DRUG
psilocybin,DRUG
personally significant moments,OUTCOME
improved well-being,OUTCOME
life satisfaction,OUTCOME
long-term benefits,OUTCOME
LSD,DRUG
serious adverse events,OUTCOME
psilocybin,DRUG
psychedelics,DRUG
increased mental health problems,OUTCOME
psychedelics,DRUG
peyote,DRUG
ayahuasca,DRUG
mental health history,HEALTH
mental health,HEALTH
psychedelic,DRUG
psychedelics,DRUG
negative effect on mental health,OUTCOME
positive effect on mental health,OUTCOME
psychedelics,DRUG
better initial mental health,OUTCOME
psychedelics,DRUG
psychedelics,DRUG
psychedelics,DRUG
psychedelics,DRUG
mental health,HEALTH
LSD,DRUG
DMT,DRUG
ayahuasca,DRUG
ayahuasca,DRUG
mescaline,DRUG
LSD,DRUG
psychedelic,DRUG
"increased likelihood of past year suicidal thoughts, plans or attempts",OUTCOME
depression,HEALTH
psychedelics,DRUG
lower likelihood of past year suicidal thoughts,OUTCOME
psychedelic,DRUG
suicide,OUTCOME
psychosis,HEALTH
suicide attempt,OUTCOME
LSD,DRUG
suicide attempt,OUTCOME
suicide attempt,OUTCOME
LSD,DRUG
depression,HEALTH
suicide attempt,OUTCOME
hallucinogen,DRUG
hallucinogen,DRUG
MDMA,DRUG
PCP,DRUG
suicide attempt,OUTCOME
hallucinogen,DRUG
psychedelics,DRUG
depression,HEALTH
suicide,HEALTH
mindfulness,SUBJECTIVE
meditation,SUBJECTIVE
mental health professionals,HEALTH
psychedelic,DRUG
peyote,DRUG
peyote,DRUG
peyote,DRUG
peyote,DRUG
LSD,DRUG
LSD,DRUG
psychiatric patients,HEALTH
suicides,OUTCOME
suicide attempts,OUTCOME
suicide attempt,OUTCOME
mental illness,HEALTH
LSD,DRUG
adverse events,OUTCOME
LSD,DRUG
psychiatric patients,HEALTH
LSD,DRUG
acceptable safety for clinical use,OUTCOME
suicide,OUTCOME
suicide,OUTCOME
suicide,OUTCOME
suicide,OUTCOME
death due to other causes,OUTCOME
psychedelics,DRUG
death,HEALTH
injury,OUTCOME
LSD,DRUG
psychedelic,DRUG
cultural biases,OUTCOME
prolonged adverse reactions,OUTCOME
peyote,DRUG
depression,HEALTH
beatnik,DRUG
social anxiety,HEALTH
paranoia about homosexuals,OUTCOME
mystical or transcendent experiences,SUBJECTIVE
self-exploration,SUBJECTIVE
psychedelics,DRUG
…,DRUG
mysticism,SUBJECTIVE
LSD,DRUG
psychedelics,DRUG
psychedelics,DRUG
no evidence of harm,OUTCOME
psilocybin,DRUG
mescaline,DRUG
DMT,DRUG
LSD,DRUG
adverse effects,OUTCOME
psychedelics,DRUG
psychedelics,DRUG
special ‘LSD-type’ dependence,OUTCOME
Psychedelics,DRUG
high abuse potential,OUTCOME
Psychedelics,DRUG
LSD,DRUG
psychedelics,DRUG
inducing a mystical experience,OUTCOME
mental disorders,HEALTH
psychedelic,DRUG
psychiatric disease,HEALTH
health risks,OUTCOME
LSD,DRUG
LSD,DRUG
psychedelics,DRUG
greater awareness,OUTCOME
LSD,DRUG
danger to public health,OUTCOME
…,DRUG
accelerating social change,OUTCOME
LSD,DRUG
LSD,DRUG
psychiatric admissions,HEALTH
LSD,DRUG
LSD,DRUG
increased likelihood of inpatient mental health treatment,OUTCOME
Mental Health,HEALTH
LSD,DRUG
hallucinogen-derived mystical,DRUG
…,DRUG
powerful and sometimes transforming,OUTCOME
LSD,DRUG
LSD,DRUG
…,DRUG
LSD,DRUG
public tumult,OUTCOME
LSD,DRUG
psilocybin,DRUG
mescaline,DRUG
psychedelics,DRUG
LSD,DRUG
psychedelics,DRUG
psychedelic users,DRUG
rapid and enduring antidepressant effects,OUTCOME
psilocybin,DRUG
MDD,HEALTH
rapid antidepressant effects,OUTCOME
psilocybin,DRUG
therapeutic effects,OUTCOME
ketamine effects,OUTCOME
antidepressant response,OUTCOME
psilocybin,DRUG
psilocybin,DRUG
low potential for addiction22,OUTCOME
"minimal adverse event profile,22,23",OUTCOME
therapeutic advantages,OUTCOME
less risk for associated problems,OUTCOME
MDD,HEALTH
psilocybin,DRUG
antidepressant effects,OUTCOME
cancer,HEALTH
"psychological distress16,17,47",HEALTH
treatment-resistant depression,HEALTH
psilocybin,DRUG
psychiatric conditions,HEALTH
"tobacco use disorder,48",HEALTH
alcohol use disorder49,HEALTH
mystical-type experiences,SUBJECTIVE
psilocybin,DRUG
favorable outcomes,OUTCOME
mystical-type,SUBJECTIVE
psychologically insightful experiences,OUTCOME
psychedelic,DRUG
positive therapeutic effects.53,OUTCOME
psilocybin,DRUG
mystical-type,SUBJECTIVE
personally meaningful,OUTCOME
insightful experiences,OUTCOME
depression,HEALTH
psilocybin,DRUG
decrease negative affect,OUTCOME
transdiagnostic efficacy,OUTCOME
psychiatric conditions,HEALTH
psilocybin,DRUG
"large, rapid, and sustained antidepressant effects",OUTCOME
depression,HEALTH
MDD,HEALTH
psilocybin,DRUG
nonserious adverse effects,OUTCOME
challenging emotions,OUTCOME
antidepressant medications,ANTIDEPRESSANT_DRUG
problematic effects,OUTCOME
suicidal ideation,OUTCOME
decrease in sexual drive,OUTCOME
psilocybin,DRUG
commonly used antidepressants,ANTIDEPRESSANT_DRUG
psilocybin,DRUG
expectancy effects,OUTCOME
psilocybin,DRUG
suicide,HEALTH
depression,HEALTH
abuse potential,OUTCOME
psilocybin,DRUG
suicide risk,OUTCOME
emergence of psychosis,OUTCOME
MDD,HEALTH
psychedelics,DRUG
cancer-related psychological distress,HEALTH
psychedelics,DRUG
mystical experiences,SUBJECTIVE
psychedelics,DRUG
biological basis of consciousness,NEURAL
brain networks,NEURAL
neurobiological basis,NEURAL
consciousness,SUBJECTIVE
alterations of consciousness,OUTCOME
alterations of communication between brain regions,OUTCOME
psychedelic,DRUG
psychedelics,DRUG
cancer-related psychological distress,HEALTH
psilocybin,DRUG
LSD,DRUG
psychedelic,DRUG
efficacy,OUTCOME
clinical response,OUTCOME
psilocybin,DRUG
cancer-related psychological distress,HEALTH
psilocybin,DRUG
treatment-resistant depression,HEALTH
promise in response,OUTCOME
psychedelic,DRUG
cancer,HEALTH
psychedelics,DRUG
addictions,HEALTH
cancer-related psychological distress,HEALTH
safety and efficacy,OUTCOME
psilocybin,DRUG
addiction,HEALTH
safety and efficacy,OUTCOME
therapeutic use,OUTCOME
psychedelic,DRUG
psilocybin,DRUG
LSD,DRUG
therapeutic potential,OUTCOME
benzodiazepines,DRUG
chlordiazepoxide,DRUG
therapeutic development of additional compounds,OUTCOME
psychedelics,DRUG
psychoactive compounds,DRUG
Shulgin,DRUG
Shulgin,DRUG
Shulgin,DRUG
Shulgin,DRUG
psychedelic compounds,DRUG
psychedelic compounds,DRUG
ayahuasca,DRUG
mindfulness capacities,OUTCOME
therapeutic potential,OUTCOME
ayahuasca,DRUG
ayahuasca,DRUG
increase in several mindfulness-related parameters,OUTCOME
ayahuasca,DRUG
decrease in the judgmental processing of personal experiences,OUTCOME
reduction in inner reactivity,OUTCOME
decentering ability,OUTCOME
ayahuasca,DRUG
beneficial effects,OUTCOME
ayahuasca,DRUG
addiction,HEALTH
depression,HEALTH
ayahuasca,DRUG
ayahuasca,DRUG
therapeutic potential,OUTCOME
mindfulness capacities,OUTCOME
ayahuasca,DRUG
Non-react,OUTCOME
ayahuasca,DRUG
Non-react,OUTCOME
MINDSENS,DRUG
MINDSENS,DRUG
mindfulness,SUBJECTIVE
mindfulness,SUBJECTIVE
ayahuasca,DRUG
meditators,DRUG
mindfulness,SUBJECTIVE
meditators,DRUG
meditative experience,HEALTH
decentering,OUTCOME
Decentering,OUTCOME
Mindfulness,SUBJECTIVE
acceptance,OUTCOME
ayahuasca,DRUG
foster acceptance of the thoughts and feelings,OUTCOME
increased self-acceptance,OUTCOME
therapeutic effects,OUTCOME
ayahuasca,DRUG
increased self-acceptance,OUTCOME
ayahuasca,DRUG
introspective exposure to emotional memories,OUTCOME
ayahuasca,DRUG
detached relationship with one’s own emotions,OUTCOME
decentering,OUTCOME
decentering,OUTCOME
cocaine use disorders,HEALTH
eating disorders,HEALTH
major depression,HEALTH
borderline personality disorder,HEALTH
decentering,OUTCOME
depression,HEALTH
antidepressant treatment,ANTIDEPRESSANT_DRUG
psychotropic substances,DRUG
ayahuasca,DRUG
ayahuasca,DRUG
therapeutic effects,OUTCOME
depression,HEALTH
decentering capacity is impaired,OUTCOME
therapeutic potential,OUTCOME
psychedelic 5-HT2A agonists,DRUG
psilocybin,DRUG
advanced-stage cancer patients,HEALTH
anxiety,HEALTH
depressive symptoms,HEALTH
LSD,DRUG
psychedelic,DRUG
modulatory activity on the amygdala and the anterior cingulate cortex,OUTCOME
brain,NEURAL
affective disorders,HEALTH
psychedelics,DRUG
differences in brain structure,OUTCOME
ayahuasca,DRUG
thinning in the posterior cingulate cortex,OUTCOME
"(PCC), a key",NEURAL
default mode network,NEURAL
Thinning in the PCC,OUTCOME
ayahuasca,DRUG
spirituality,SUBJECTIVE
transpersonal feelings,SUBJECTIVE
ayahuasca,DRUG
ayahuasca,DRUG
default mode network deactivation,NEURAL
depression,HEALTH
default mode network,NEURAL
ayahuasca,DRUG
mindfulness,SUBJECTIVE
psychedelics,DRUG
modifications in mindfulness capacities,OUTCOME
psilocybin,DRUG
LSD,DRUG
facilitating effects,OUTCOME
ayahuasca,DRUG
ceiling effect,OUTCOME
ayahuasca,DRUG
increases mindfulness capacities,OUTCOME
mindful,SUBJECTIVE
ayahuasca,DRUG
mental disorders,HEALTH
ayahuasca,DRUG
ayahuasca,DRUG
subjective effects,OUTCOME
ayahuasca,DRUG
ayahuasca,DRUG
therapeutic potential,OUTCOME
increases in mindfulness-related capacities,OUTCOME
ayahuasca,DRUG
mindfulness,SUBJECTIVE
brain,NEURAL
brain entropy,NEURAL
disorders of consciousness,SUBJECTIVE
pharmacologically induced loss of consciousness,OUTCOME
psychedelic-induced consciousness ‘enrichment,OUTCOME
increased entropy,OUTCOME
brain,NEURAL
information content,SUBJECTIVE
subjective uncertainty,SUBJECTIVE
increased brain entropy,OUTCOME
brain,NEURAL
brain,NEURAL
psychedelics,DRUG
treat disorders of consciousness,OUTCOME
brain,NEURAL
psychedelics,DRUG
brain,NEURAL
brain,NEURAL
brain serotonin,NEURAL
differentially encode behavioural responses to uncertainty,OUTCOME
brain,NEURAL
brain,NEURAL
brain entropy,NEURAL
psychedelics,DRUG
psychedelic-brain,SUBJECTIVE
normal waking consciousness,SUBJECTIVE
primary and secondary consciousness,SUBJECTIVE
ego,SUBJECTIVE
default-mode network,NEURAL
psychedelic,DRUG
direct your life,OUTCOME
psychedelics,DRUG
psyche,NEURAL
deep unconscious dynamics,OUTCOME
psychedelics,DRUG
psychological undercurrents,OUTCOME
brain,NEURAL
seizure is,SUBJECTIVE
sub-critical,OUTCOME
super-critical,OUTCOME
altered states of consciousness,SUBJECTIVE
entropy,OUTCOME
REM sleep,NEURAL
NREM sleep,SUBJECTIVE
psychosis,HEALTH
entropy,OUTCOME
uncertainty,OUTCOME
manic states,SUBJECTIVE
psychotic episodes,HEALTH
antipsychotic,ANTIDEPRESSANT_DRUG
mood-stabilising medication,ANTIDEPRESSANT_DRUG
decreased brain entropy,OUTCOME
mirtazapine,ANTIDEPRESSANT_DRUG
depression,HEALTH
entropy,OUTCOME
complexity,OUTCOME
anaesthetics,DRUG
sedatives,DRUG
stimulant,DRUG
Stimulants,DRUG
psychedelics,DRUG
brain entropy,NEURAL
subjective uncertainty,SUBJECTIVE
brain entropy,NEURAL
alertness,SUBJECTIVE
arousal,SUBJECTIVE
altered states of consciousness,SUBJECTIVE
psychedelics,DRUG
deliriants,OUTCOME
dissociatives,OUTCOME
serotonergic psychedelics,DRUG
enriched and changeable contents of consciousness,OUTCOME
sense of uncertainty,SUBJECTIVE
heightened entropic brain activity,OUTCOME
ketamine,DRUG
compressibility of signals,OUTCOME
subjective phenomena,SUBJECTIVE
visual phenomena,SUBJECTIVE
brain entropy,NEURAL
global brain phenomenon,OUTCOME
psychedelics,DRUG
neurobiology of consciousness,NEURAL
serotonin 2A receptors,NEURAL
psychedelic,DRUG
serotonin 2A receptors,NEURAL
psychedelic,DRUG
default-mode network,NEURAL
fronto-parietal networks,NEURAL
fronto-parietal networks,NEURAL
psychedelic state,SUBJECTIVE
entropy,OUTCOME
criticality,OUTCOME
brain,NEURAL
dynamically instable,OUTCOME
increased brain entropy,OUTCOME
increased richness of conscious content,OUTCOME
brain entropy,NEURAL
state of mind,SUBJECTIVE
brain,NEURAL
loss of consciousness,SUBJECTIVE
psychedelics,DRUG
brain,NEURAL
increased brain entropy,OUTCOME
conscious awareness,OUTCOME
psychedelics,DRUG
consciousness,SUBJECTIVE
anaesthetic-induced loss of consciousness,SUBJECTIVE
consciousness,SUBJECTIVE
psychedelics,DRUG
loss of consciousness,SUBJECTIVE
psychedelics,DRUG
DMT,DRUG
5-MeO-DMT,DRUG
access consciousness,SUBJECTIVE
phenomenal consciousness,SUBJECTIVE
psychedelic state,SUBJECTIVE
entropy,OUTCOME
brain physiology,NEURAL
brain functional complexity,NEURAL
subjective experience,SUBJECTIVE
brain,NEURAL
consciousness,SUBJECTIVE
integrated-information theory,SUBJECTIVE
brain entropy,NEURAL
complexity,OUTCOME
brain,NEURAL
entropy,OUTCOME
complexity,OUTCOME
brain function,NEURAL
entropy,SUBJECTIVE
complexity,SUBJECTIVE
complexity,SUBJECTIVE
entropy,SUBJECTIVE
entropy,OUTCOME
consciousness,SUBJECTIVE
integration,SUBJECTIVE
long-range connectivity,OUTCOME
role for integration,OUTCOME
entropy,OUTCOME
complexity,SUBJECTIVE
entropy,OUTCOME
brain,NEURAL
brain,NEURAL
brain,NEURAL
brain activity,NEURAL
subjective experience,SUBJECTIVE
Psychedelics,DRUG
Psychedelics,DRUG
attract emotive and often polarised opinions,OUTCOME
Psychedelics,DRUG
neurotic disorders,HEALTH
depressive disorder,HEALTH
anxiety,HEALTH
addictions,HEALTH
psychological challenges associated with death and dying,OUTCOME
Psychedelics,DRUG
psilocybin,DRUG
psychedelics,DRUG
psychedelics,DRUG
safety and efficacy,OUTCOME
psychedelics,DRUG
deliverability and cost-effectiveness,OUTCOME
psychedelics,DRUG
psychedelics,DRUG
psychiatric problems,HEALTH
treatment resistant depression,HEALTH
therapeutic promise,OUTCOME
psilocybin,DRUG
cancer-related psychiatric distress,HEALTH
psilocybin,DRUG
psilocybin,DRUG
decreases in depressive and anxious symptoms,OUTCOME
treatment-resistant depression,HEALTH
cancer,HEALTH
persisting antidepressant effects,OUTCOME
psilocybin,DRUG
cancer,HEALTH
persisting therapeutic effects,OUTCOME
favorable adverse effect profile,OUTCOME
psilocybin,DRUG
minimize medical and behavioral risks,OUTCOME
Psilocybin,DRUG
addiction,HEALTH
alcohol dependence,HEALTH
safety and efficacy,OUTCOME
safety and efficacy,OUTCOME
cancer-related psychiatric distress,HEALTH
cancer-related psychiatric distress,HEALTH
addiction treatment,HEALTH
efficacy,OUTCOME
treatment outcomes,OUTCOME
psilocybin,DRUG
psychedelics,DRUG
safety and efficacy,OUTCOME
psychedelic therapeutics,DRUG
psilocybin,DRUG
long persisting therapeutic effects,OUTCOME
psychedelics,DRUG
ayahuasca,DRUG
transient modified state of awareness,OUTCOME
introspection,OUTCOME
visions,OUTCOME
autobiographic and emotional memories,OUTCOME
ayahuasca,DRUG
positive and valuable,OUTCOME
health improvements,OUTCOME
ayahuasca,DRUG
"decreased consumption of alcohol, cocaine and other addictive drugs",OUTCOME
ayahuasca,DRUG
antidepressant effect,OUTCOME
ayahuasca,DRUG
ayahuasca,DRUG
substance use disorders,HEALTH
psychiatric conditions,HEALTH
therapeutic potential,OUTCOME
ayahuasca,DRUG
ayahuasca,DRUG
receptor,NEURAL
psychotropic effects,OUTCOME
ayahuasca,DRUG
beneficial effects,OUTCOME
beneficial effects,OUTCOME
psychiatric symptomatology,HEALTH
substance use disorders,HEALTH
anxiety,HEALTH
depression,HEALTH
ayahuasca,DRUG
beneficial effects,OUTCOME
exclusively to ayahuasca,OUTCOME
psychiatric inpatients,HEALTH
ayahuasca,DRUG
therapeutic effects,OUTCOME
DMT,DRUG
5-HT2A receptor,NEURAL
antidepressant and anxiolytic effects,OUTCOME
agonist DOI,NEURAL
psychedelics,DRUG
receptor,NEURAL
glutamatergic transmission,NEURAL
agonism,NEURAL
BDNF release,OUTCOME
neurogenesis,OUTCOME
beneficial effects,OUTCOME
5-HT2A agonists,NEURAL
DMT,DRUG
sigma-1 receptor (S1R),NEURAL
ayahuasca,DRUG
SR1,NEURAL
receptor,NEURAL
neural plasticity,OUTCOME
ayahuasca,DRUG
neural changes,OUTCOME
depression,HEALTH
anxiety,HEALTH
serotonin reuptake inhibitor,ANTIDEPRESSANT_DRUG
antidepressants,ANTIDEPRESSANT_DRUG
ayahuasca,DRUG
antidepressant and antianxiety properties,OUTCOME
remission of drug or alcohol abuse,OUTCOME
ayahuasca,DRUG
cocaine use,HEALTH
ayahuasca,DRUG
ayahuasca,DRUG
improvements in mindfulness,OUTCOME
empowerment,OUTCOME
hopefulness,OUTCOME
quality of life-outlook,OUTCOME
quality of life-meaning,OUTCOME
"remission of alcohol, depressive, or anxiety disorders",OUTCOME
"changes in behavior, attitude toward others and outlook on life",OUTCOME
ayahuasca,DRUG
ayahuasca,DRUG
improvement in alcohol use,OUTCOME
cessation of drug use,OUTCOME
ayahuasca,DRUG
ayahuasca,DRUG
potential beneficial role,OUTCOME
ayahuasca,DRUG
substance use disorders,HEALTH
anxiety,HEALTH
depression,HEALTH
reductions in associated symptomatology,OUTCOME
ayahuasca,DRUG
behavioral changes,OUTCOME
"increased assertivity, vivacity and joy",OUTCOME
ayahuasca,DRUG
anxiety,HEALTH
ayahuasca,DRUG
ayahuasca,DRUG
panic- and hopelessness-related states,OUTCOME
modification of state- or trait-anxiety,OUTCOME
ayahuasca,DRUG
ayahuasca,DRUG
psychiatric depressive inpatients,HEALTH
reductions of up to 82% in depressive scores,OUTCOME
Depression,HEALTH
ayahuasca,DRUG
mania,OUTCOME
hypomania,OUTCOME
Thinking disorder,OUTCOME
depression,HEALTH
Depression,HEALTH
increases in dissociative symptoms,OUTCOME
increased blood perfusion,OUTCOME
left nucleus accumbens,NEURAL
insula,NEURAL
left subgenual area,NEURAL
brain,NEURAL
clinical effects,OUTCOME
psychedelics,DRUG
psychedelics,DRUG
psychedelic,DRUG
LSD,DRUG
increases GBC across sensory and somatomotor functional networks,OUTCOME
reduces GBC in associative networks,OUTCOME
time-dependent effects,OUTCOME
katenserin,DRUG
GBC,NEURAL
somatomotor network,NEURAL
subjective effects,OUTCOME
LSD,DRUG
effects on GBC,OUTCOME
subjective symptoms,OUTCOME
5-HT2A receptor,NEURAL
pharmacological effects,OUTCOME
LSD,DRUG
hyper-connectivity,OUTCOME
sensory and somatomotor areas,NEURAL
occipital cortex,NEURAL
superior temporal gyrus,NEURAL
postcentral gyrus,NEURAL
LSD,DRUG
hypo-connectivity,OUTCOME
subcortical areas,NEURAL
amygdala,NEURAL
sensory thalamus,NEURAL
cortical areas,NEURAL
associative networks,NEURAL
medial and lateral prefrontal cortex,NEURAL
cingulum,NEURAL
insula,NEURAL
temporoparietal junction,NEURAL
LSD,DRUG
de-synchronization of associative networks,OUTCOME
sensory and somatomotor areas,NEURAL
elevated brain-wide shared signal,OUTCOME
increased V1 resting-state connectivity,OUTCOME
brain,NEURAL
LSD,DRUG
decreases of connectivity within the DMN,OUTCOME
ayahuasca,DRUG
5-HT2A receptor,NEURAL
desynchronization within the DMN,OUTCOME
psilocybin,DRUG
subcortical areas,NEURAL
hypo-connectivity,OUTCOME
LSD,DRUG
amygdala,NEURAL
brain-wide hyper-connectivity,NEURAL
LSD,DRUG
Amygdala neurons,NEURAL
5-HT2A receptors,NEURAL
alterations in amygdala activity and connectivity,OUTCOME
beneficial clinical effects,OUTCOME
psychedelics,DRUG
LSD,DRUG
somatomotor networks,NEURAL
LSD,DRUG
de-coupling in associative networks,OUTCOME
LSD,DRUG
alterations in information flow,OUTCOME
systems-level perturbations,NEURAL
hyper-and hypo-connectivity,OUTCOME
psychedelic state,SUBJECTIVE
increased processing of sensory information,OUTCOME
associative network integrity,NEURAL
altered state of consciousness,SUBJECTIVE
psychedelic symptoms,OUTCOME
hyper-connectivity,OUTCOME
sensory networks,NEURAL
hypo-connectivity,OUTCOME
associative networks,NEURAL
LSD,DRUG
LSD,DRUG
Ket,DRUG
brain-wide net effect,NEURAL
LSD,DRUG
LSD,DRUG
Pla,DRUG
LSD,DRUG
Ketanserin,DRUG
negligible changes,OUTCOME
LSD,DRUG
Pla,DRUG
Ket,DRUG
LSD,DRUG
GBC,NEURAL
Ketanserin,DRUG
antagonistic properties,OUTCOME
5-HT2A receptor,NEURAL
LSD,DRUG
alterations in neural and behavioral effects,OUTCOME
stimulation of the 5-HT2A receptor,NEURAL
LSD,DRUG
Ket,DRUG
brain-wide dysconnectivity,NEURAL
of the 5-HT2A receptor,NEURAL
brain-wide integration of sensory networks,NEURAL
dis-integration of associative networks,NEURAL
LSD,DRUG
altered state of consciousness,SUBJECTIVE
5-HT2A receptor system,NEURAL
LSD,DRUG
neural and behavioral alterations,OUTCOME
LSD,DRUG
cortices,NEURAL
default-mode,NEURAL
thalamus,NEURAL
increased GBC,OUTCOME
LSD,DRUG
LSD,DRUG
brain,NEURAL
increased GBC,OUTCOME
"fronto-parietal, temporal, and subcortical areas",NEURAL
hyper- and hypo-connectivity change scores,OUTCOME
LSD,DRUG
hyper-connectivity,NEURAL
LSD,DRUG
LSD-Pla differences,OUTCOME
functionally pre-defined networks,NEURAL
GS related effects,OUTCOME
mean-shift in connectivity,OUTCOME
functional networks,NEURAL
neural-symptom correlation,OUTCOME
unstructured noise,OUTCOME
artefactual’ effect,OUTCOME
same spurious effect,OUTCOME
structured artefact,OUTCOME
neuropharmacological effects,OUTCOME
global artefacts,OUTCOME
global neural signal,OUTCOME
LSD,DRUG
neurovascular coupling,NEURAL
hemodynamic response function properties,NEURAL
hemodynamic coupling,NEURAL
LSD effects,OUTCOME
LSD,DRUG
LSD,DRUG
sensory-somatomotor areas,NEURAL
LSD,DRUG
GBC,NEURAL
thalamic functional connectivity,NEURAL
thalamus,NEURAL
bi-directional brain-wide shared signal,OUTCOME
GS-related shifts,OUTCOME
LSD-induced changes,OUTCOME
GBC effects,OUTCOME
thalamic nor GBC effects,NEURAL
LSD-induced properties,OUTCOME
GS variance,OUTCOME
LSD effects,OUTCOME
LSD,DRUG
LSD,DRUG
subjective effects,OUTCOME
GBC,OUTCOME
subjective effects,OUTCOME
LSD,DRUG
Pla,DRUG
Ket+LSD,DRUG
subjective effects,OUTCOME
Ket,DRUG
blocked subjective LSD-induced effects,OUTCOME
subjective effects,OUTCOME
5-HT2A receptor stimulation,NEURAL
LSD-induced effects,OUTCOME
GBC,NEURAL
