,entity 1,entity 1 label,entity 2,entity 2 label,type,source
347,psychedelics,DRUG,profound perceptual disturbances,OUTCOME,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
348,psychedelics,DRUG,promoting plasticity,OUTCOME,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
349,psychedelics,DRUG,neuropsychiatric diseases,HEALTH,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
350,psychedelics,DRUG,therapeutic effects,OUTCOME,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
351,psychedelics,DRUG,promoting the growth of both neurites and dendritic spines,OUTCOME,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
352,compounds,DRUG,promoting plasticity,OUTCOME,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
353,compounds,DRUG,neuropsychiatric diseases,HEALTH,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
354,psychedelics,DRUG,promoting plasticity,OUTCOME,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
355,psychedelics,DRUG,neuropsychiatric diseases,HEALTH,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
356,psychedelics,DRUG,promoting the growth of both neurites and dendritic spines,OUTCOME,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
357,ketamine,DRUG,promoting the growth of both neurites and dendritic spines,OUTCOME,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
358,5-HT2A signaling,NEURAL,structural and functional plasticity,OUTCOME,THOUGHT TO CAUSE,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
359,5-HT2A signaling,NEURAL,neurotherapeutics,DRUG,THOUGHT TO CAUSE,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
360,efficacy,OUTCOME,depression,HEALTH,POSITIVELY IMPACTS,8ea12dda20e4653c973c2887fcc1e9f254e8f1d2c39eaedb1eb3345fa0ad7fc4
361,efficacy,OUTCOME,anxiety,HEALTH,POSITIVELY IMPACTS,8ea12dda20e4653c973c2887fcc1e9f254e8f1d2c39eaedb1eb3345fa0ad7fc4
362,psychedelic,DRUG,cost-effectiveness,OUTCOME,POSITIVELY IMPACTS,8ea12dda20e4653c973c2887fcc1e9f254e8f1d2c39eaedb1eb3345fa0ad7fc4
363,psilocybin,DRUG,therapeutic actions,OUTCOME,POSITIVELY IMPACTS,8ea12dda20e4653c973c2887fcc1e9f254e8f1d2c39eaedb1eb3345fa0ad7fc4
364,SSRIs,ANTIDEPRESSANT_DRUG,therapeutic actions,OUTCOME,POSITIVELY IMPACTS,8ea12dda20e4653c973c2887fcc1e9f254e8f1d2c39eaedb1eb3345fa0ad7fc4
365,ayahuasca,DRUG,rapid and sustained antidepressive effects,OUTCOME,POSITIVELY IMPACTS,aa2bd07816b33d3a6c3b6f660c1f53113876c681fb307849e3d5315792c8b68d
366,ayahuasca,DRUG,subgenual area,NEURAL,POSITIVELY IMPACTS,aa2bd07816b33d3a6c3b6f660c1f53113876c681fb307849e3d5315792c8b68d
367,ayahuasca,DRUG,brain,NEURAL,POSITIVELY IMPACTS,aa2bd07816b33d3a6c3b6f660c1f53113876c681fb307849e3d5315792c8b68d
368,ayahuasca,DRUG,drug effects,OUTCOME,POSITIVELY IMPACTS,aa2bd07816b33d3a6c3b6f660c1f53113876c681fb307849e3d5315792c8b68d
369,ayahuasca,DRUG,depressed mood,HEALTH,POSITIVELY IMPACTS,aa2bd07816b33d3a6c3b6f660c1f53113876c681fb307849e3d5315792c8b68d
370,ayahuasca,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,aa2bd07816b33d3a6c3b6f660c1f53113876c681fb307849e3d5315792c8b68d
371,ayahuasca,DRUG,feelings of guilt,OUTCOME,POSITIVELY IMPACTS,aa2bd07816b33d3a6c3b6f660c1f53113876c681fb307849e3d5315792c8b68d
372,ayahuasca,DRUG,drug effects,OUTCOME,POSITIVELY IMPACTS,aa2bd07816b33d3a6c3b6f660c1f53113876c681fb307849e3d5315792c8b68d
373,ayahuasca,DRUG,depressed mood,HEALTH,POSITIVELY IMPACTS,aa2bd07816b33d3a6c3b6f660c1f53113876c681fb307849e3d5315792c8b68d
374,ayahuasca,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,aa2bd07816b33d3a6c3b6f660c1f53113876c681fb307849e3d5315792c8b68d
375,ayahuasca,DRUG,feelings of guilt,OUTCOME,POSITIVELY IMPACTS,aa2bd07816b33d3a6c3b6f660c1f53113876c681fb307849e3d5315792c8b68d
376,ayahuasca,DRUG,emotional withdrawal,OUTCOME,POSITIVELY IMPACTS,aa2bd07816b33d3a6c3b6f660c1f53113876c681fb307849e3d5315792c8b68d
377,ayahuasca,DRUG,bipolar disorder,HEALTH,POSITIVELY IMPACTS,aa2bd07816b33d3a6c3b6f660c1f53113876c681fb307849e3d5315792c8b68d
378,ayahuasca,DRUG,bipolar disorder,HEALTH,POSITIVELY IMPACTS,aa2bd07816b33d3a6c3b6f660c1f53113876c681fb307849e3d5315792c8b68d
379,ayahuasca,DRUG,antidepressive effects.13–17,OUTCOME,POSITIVELY IMPACTS,aa2bd07816b33d3a6c3b6f660c1f53113876c681fb307849e3d5315792c8b68d
380,ayahuasca,DRUG,subgenual area,NEURAL,THOUGHT TO CAUSE,aa2bd07816b33d3a6c3b6f660c1f53113876c681fb307849e3d5315792c8b68d
381,ayahuasca,DRUG,default mode network,NEURAL,THOUGHT TO CAUSE,aa2bd07816b33d3a6c3b6f660c1f53113876c681fb307849e3d5315792c8b68d
382,DMT,DRUG,brain,NEURAL,NEEDS MORE RESEARCH BETWEEN,aa2bd07816b33d3a6c3b6f660c1f53113876c681fb307849e3d5315792c8b68d
383,LSD,DRUG,antidepressive effects.13–17,OUTCOME,POSITIVELY IMPACTS,aa2bd07816b33d3a6c3b6f660c1f53113876c681fb307849e3d5315792c8b68d
384,LSD,DRUG,ayahuasca25,DRUG,POSITIVELY IMPACTS,aa2bd07816b33d3a6c3b6f660c1f53113876c681fb307849e3d5315792c8b68d
385,ayahuasca,DRUG,psychoactive effects,OUTCOME,POSITIVELY IMPACTS,aa2bd07816b33d3a6c3b6f660c1f53113876c681fb307849e3d5315792c8b68d
386,ketamine,DRUG,antidepressant drug,ANTIDEPRESSANT_DRUG,POSITIVELY IMPACTS,30c5953dc5832756f2aba5b4d63a011901cdd5166ed9f59724e9eabf25b63b2c
387,ketamine,DRUG,depression,HEALTH,POSITIVELY IMPACTS,30c5953dc5832756f2aba5b4d63a011901cdd5166ed9f59724e9eabf25b63b2c
388,ketamine,DRUG,depression,HEALTH,POSITIVELY IMPACTS,30c5953dc5832756f2aba5b4d63a011901cdd5166ed9f59724e9eabf25b63b2c
389,ketamine,DRUG,immediate effects on many behavioral tests,OUTCOME,POSITIVELY IMPACTS,30c5953dc5832756f2aba5b4d63a011901cdd5166ed9f59724e9eabf25b63b2c
390,ketamine,DRUG,depression,HEALTH,POSITIVELY IMPACTS,30c5953dc5832756f2aba5b4d63a011901cdd5166ed9f59724e9eabf25b63b2c
391,ketamine,DRUG,immediate effects on many behavioral tests,OUTCOME,POSITIVELY IMPACTS,30c5953dc5832756f2aba5b4d63a011901cdd5166ed9f59724e9eabf25b63b2c
392,ketamine,DRUG,depression,HEALTH,POSITIVELY IMPACTS,30c5953dc5832756f2aba5b4d63a011901cdd5166ed9f59724e9eabf25b63b2c
393,ketamine,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,30c5953dc5832756f2aba5b4d63a011901cdd5166ed9f59724e9eabf25b63b2c
394,ketamine,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,30c5953dc5832756f2aba5b4d63a011901cdd5166ed9f59724e9eabf25b63b2c
395,ketamine,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,30c5953dc5832756f2aba5b4d63a011901cdd5166ed9f59724e9eabf25b63b2c
396,ketamine,DRUG,stress,HEALTH,THOUGHT TO CAUSE,30c5953dc5832756f2aba5b4d63a011901cdd5166ed9f59724e9eabf25b63b2c
397,ketamine,DRUG,rapid and sustained molecular alterations,OUTCOME,POSITIVELY IMPACTS,30c5953dc5832756f2aba5b4d63a011901cdd5166ed9f59724e9eabf25b63b2c
398,BCl,DRUG,rapid and sustained molecular alterations,OUTCOME,POSITIVELY IMPACTS,30c5953dc5832756f2aba5b4d63a011901cdd5166ed9f59724e9eabf25b63b2c
399,ketamine,DRUG,neuronal survival,NEURAL,POSITIVELY IMPACTS,30c5953dc5832756f2aba5b4d63a011901cdd5166ed9f59724e9eabf25b63b2c
400,ketamine,DRUG,neuronal survival,NEURAL,POSITIVELY IMPACTS,30c5953dc5832756f2aba5b4d63a011901cdd5166ed9f59724e9eabf25b63b2c
401,ketamine,DRUG,neuronal survival,NEURAL,POSITIVELY IMPACTS,30c5953dc5832756f2aba5b4d63a011901cdd5166ed9f59724e9eabf25b63b2c
402,TRD,HEALTH,neuronal survival,NEURAL,POSITIVELY IMPACTS,30c5953dc5832756f2aba5b4d63a011901cdd5166ed9f59724e9eabf25b63b2c
403,TRD,HEALTH,mTOR,NEURAL,POSITIVELY IMPACTS,30c5953dc5832756f2aba5b4d63a011901cdd5166ed9f59724e9eabf25b63b2c
404,TRD,HEALTH,synaptic plasticity,NEURAL,POSITIVELY IMPACTS,30c5953dc5832756f2aba5b4d63a011901cdd5166ed9f59724e9eabf25b63b2c
405,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,26eff9914f08e819db1dabf37af833977b44fd0a5bd3449d61742eccd7691144
406,psilocybin,DRUG,hallucinogen,DRUG,POSITIVELY IMPACTS,26eff9914f08e819db1dabf37af833977b44fd0a5bd3449d61742eccd7691144
407,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,26eff9914f08e819db1dabf37af833977b44fd0a5bd3449d61742eccd7691144
408,psilocybin,DRUG,less positive clinical outcomes,OUTCOME,POSITIVELY IMPACTS,26eff9914f08e819db1dabf37af833977b44fd0a5bd3449d61742eccd7691144
409,psilocybin,DRUG,long-term positive clinical outcomes,OUTCOME,POSITIVELY IMPACTS,26eff9914f08e819db1dabf37af833977b44fd0a5bd3449d61742eccd7691144
410,catharsis,DRUG,emotional insight,OUTCOME,POSITIVELY IMPACTS,26eff9914f08e819db1dabf37af833977b44fd0a5bd3449d61742eccd7691144
411,catharsis,DRUG,closure,OUTCOME,POSITIVELY IMPACTS,26eff9914f08e819db1dabf37af833977b44fd0a5bd3449d61742eccd7691144
412,5-HT2A receptor,NEURAL,enhanced sensitivity to context,OUTCOME,THOUGHT TO CAUSE,26eff9914f08e819db1dabf37af833977b44fd0a5bd3449d61742eccd7691144
413,5-HT2A receptor,NEURAL,enhanced sensitivity to context,OUTCOME,THOUGHT TO CAUSE,26eff9914f08e819db1dabf37af833977b44fd0a5bd3449d61742eccd7691144
414,5-HT2A receptor signaling,NEURAL,enhanced sensitivity to context,OUTCOME,THOUGHT TO CAUSE,26eff9914f08e819db1dabf37af833977b44fd0a5bd3449d61742eccd7691144
415,5-HT2A receptor signaling,NEURAL,psychedelic state,SUBJECTIVE,THOUGHT TO CAUSE,26eff9914f08e819db1dabf37af833977b44fd0a5bd3449d61742eccd7691144
416,5-HT2A receptor signaling,NEURAL,ego-dissolution,SUBJECTIVE,THOUGHT TO CAUSE,26eff9914f08e819db1dabf37af833977b44fd0a5bd3449d61742eccd7691144
417,mystical-type experience,SUBJECTIVE,brain systems,NEURAL,POSITIVELY IMPACTS,26eff9914f08e819db1dabf37af833977b44fd0a5bd3449d61742eccd7691144
418,psychedelic,DRUG,post-acute brain effects,OUTCOME,POSITIVELY IMPACTS,8ac4a4a8e965db87c2b35cb893beed40116d1ee8a4cc281014d8c539bb9a3e85
419,psychedelic,DRUG,"modular disintegration14,15,28",OUTCOME,POSITIVELY IMPACTS,8ac4a4a8e965db87c2b35cb893beed40116d1ee8a4cc281014d8c539bb9a3e85
420,psychedelic,DRUG,depression,HEALTH,POSITIVELY IMPACTS,8ac4a4a8e965db87c2b35cb893beed40116d1ee8a4cc281014d8c539bb9a3e85
421,psychedelic,DRUG,decreased CBF,OUTCOME,POSITIVELY IMPACTS,8ac4a4a8e965db87c2b35cb893beed40116d1ee8a4cc281014d8c539bb9a3e85
422,LSD14,DRUG,decreased CBF,OUTCOME,POSITIVELY IMPACTS,8ac4a4a8e965db87c2b35cb893beed40116d1ee8a4cc281014d8c539bb9a3e85
423,LSD14,DRUG,amygdala,NEURAL,POSITIVELY IMPACTS,8ac4a4a8e965db87c2b35cb893beed40116d1ee8a4cc281014d8c539bb9a3e85
424,LSD14,DRUG,depressed mood,HEALTH,POSITIVELY IMPACTS,8ac4a4a8e965db87c2b35cb893beed40116d1ee8a4cc281014d8c539bb9a3e85
425,sgACC,NEURAL,depressed mood,HEALTH,POSITIVELY IMPACTS,8ac4a4a8e965db87c2b35cb893beed40116d1ee8a4cc281014d8c539bb9a3e85
426,ECT,ANTIDEPRESSANT_DRUG,depression,HEALTH,POSITIVELY IMPACTS,8ac4a4a8e965db87c2b35cb893beed40116d1ee8a4cc281014d8c539bb9a3e85
427,amygdala45,NEURAL,amygdala,NEURAL,POSITIVELY IMPACTS,8ac4a4a8e965db87c2b35cb893beed40116d1ee8a4cc281014d8c539bb9a3e85
428,increased CBF,OUTCOME,metabolism in,ANTIDEPRESSANT_DRUG,POSITIVELY IMPACTS,8ac4a4a8e965db87c2b35cb893beed40116d1ee8a4cc281014d8c539bb9a3e85
429,increased CBF,OUTCOME,"mood disorders25,43,44",HEALTH,POSITIVELY IMPACTS,8ac4a4a8e965db87c2b35cb893beed40116d1ee8a4cc281014d8c539bb9a3e85
430,increased CBF,OUTCOME,amygdala,NEURAL,POSITIVELY IMPACTS,8ac4a4a8e965db87c2b35cb893beed40116d1ee8a4cc281014d8c539bb9a3e85
431,increased CBF,OUTCOME,increase in CBF,OUTCOME,POSITIVELY IMPACTS,8ac4a4a8e965db87c2b35cb893beed40116d1ee8a4cc281014d8c539bb9a3e85
432,increased CBF,OUTCOME,decreased CBF,OUTCOME,POSITIVELY IMPACTS,8ac4a4a8e965db87c2b35cb893beed40116d1ee8a4cc281014d8c539bb9a3e85
433,increased CBF,OUTCOME,increases in brain absolute CBF30,OUTCOME,POSITIVELY IMPACTS,8ac4a4a8e965db87c2b35cb893beed40116d1ee8a4cc281014d8c539bb9a3e85
434,increased CBF,OUTCOME,depression,HEALTH,POSITIVELY IMPACTS,8ac4a4a8e965db87c2b35cb893beed40116d1ee8a4cc281014d8c539bb9a3e85
435,LSD15,DRUG,amygdala,NEURAL,POSITIVELY IMPACTS,8ac4a4a8e965db87c2b35cb893beed40116d1ee8a4cc281014d8c539bb9a3e85
436,increased glucose metabolism,OUTCOME,amygdala,NEURAL,POSITIVELY IMPACTS,8ac4a4a8e965db87c2b35cb893beed40116d1ee8a4cc281014d8c539bb9a3e85
437,citalopram,ANTIDEPRESSANT_DRUG,amygdala,NEURAL,POSITIVELY IMPACTS,8ac4a4a8e965db87c2b35cb893beed40116d1ee8a4cc281014d8c539bb9a3e85
438,psilocybin,DRUG,neuropsychiatric disorders,HEALTH,POSITIVELY IMPACTS,2556e0f8b43935793d31ee2e8bb31f196a16650ea7562a2f9e6388a2a707eedc
439,psilocybin,DRUG,biases emotional processing,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
440,ketanserin,ANTIDEPRESSANT_DRUG,biases emotional processing,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
441,ketanserin,ANTIDEPRESSANT_DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
442,ketanserin,ANTIDEPRESSANT_DRUG,mood effects,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
443,psilocybin,DRUG,biases emotional processing,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
444,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
445,psilocybin,DRUG,mood effects,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
446,Psilocybin,DRUG,increase in the positive affect but not negative affect,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
447,Psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
448,Psilocybin,DRUG,mood effects,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
449,Psilocybin,DRUG,tryptophan depletion,NEURAL,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
450,ketanserin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
451,ketanserin,DRUG,mood effects,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
452,ketanserin,DRUG,tryptophan depletion,NEURAL,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
453,ketanserin,DRUG,mood,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
454,ketanserin,DRUG,mood-enhancing effects,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
455,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
456,psilocybin,DRUG,mood,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
457,ketanserin,DRUG,mood,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
458,ketanserin,DRUG,5-HT2A antagonist,NEURAL,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
459,ketanserin,DRUG,mood-enhancing effects,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
460,ketanserin,DRUG,mood effects,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
461,ketanserin,DRUG,5-HT2A,NEURAL,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
462,ketanserin,DRUG,5-HT2C receptors,NEURAL,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
463,ketanserin,DRUG,Mental Health,HEALTH,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
464,ketanserin,DRUG,serotonin 2B/5-HT2C agonist,NEURAL,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
465,ketanserin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
466,ketanserin,DRUG,mood effects,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
467,ketanserin,DRUG,serotonin 2B/5-HT2C agonist,NEURAL,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
468,ketanserin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
469,ketanserin,DRUG,mood effects,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
470,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
471,5-HT2A receptors,NEURAL,eye,NEURAL,THOUGHT TO CAUSE,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
472,psilocybin,DRUG,increase in reaction times to negative and neutral,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
473,psilocybin,DRUG,decreased reaction times,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
474,psilocybin,DRUG,event-related potentials,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
475,psilocybin,DRUG,word valence,SUBJECTIVE,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
476,psilocybin,DRUG,attention,SUBJECTIVE,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
477,psilocybin,DRUG,enhanced P3 component,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
478,psilocybin,DRUG,enhanced P3 component,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
479,psilocybin,DRUG,enhanced P3 component,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
480,ketanserin,DRUG,event-related potentials,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
481,ketanserin,DRUG,word valence,SUBJECTIVE,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
482,ketanserin,DRUG,attention,SUBJECTIVE,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
483,ketanserin,DRUG,enhanced P3 component,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
484,ketanserin,DRUG,decreased the P300 component,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
485,psilocybin,DRUG,enhanced P3 component,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
486,psilocybin,DRUG,word valence,SUBJECTIVE,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
487,psilocybin,DRUG,attention,SUBJECTIVE,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
488,psilocybin,DRUG,N2,NEURAL,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
489,psilocybin,DRUG,enhanced P3 component,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
490,psilocybin,DRUG,decreased the P300 component,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
491,psilocybin,DRUG,valence-dependent P300 decrease,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
492,psilocybin,DRUG,attentional performance,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
493,psilocybin,DRUG,attenuate the allocation of attentional resources to neutral and negative stimuli,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
494,psilocybin,DRUG,attentional performance,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
495,psilocybin,DRUG,attenuate the allocation of attentional resources to neutral and negative stimuli,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
496,psilocybin,DRUG,attenuate the allocation of attentional resources to neutral and negative stimuli,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
497,5-HT2A receptors,NEURAL,processing of positive emotions,OUTCOME,THOUGHT TO CAUSE,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
498,psilocybin,DRUG,attenuate the allocation of attentional resources to neutral and negative stimuli,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
499,psilocybin,DRUG,attenuate the allocation of attentional resources to neutral and negative stimuli,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
500,5-HT2A receptors,NEURAL,processing of positive emotions,OUTCOME,THOUGHT TO CAUSE,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
501,5-HT2A receptors,NEURAL,processing of positive emotions,OUTCOME,THOUGHT TO CAUSE,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
502,5-HT2A receptors,NEURAL,increased RTs,OUTCOME,THOUGHT TO CAUSE,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
503,5-HT2A receptors,NEURAL,delayed in responding to positive cues,OUTCOME,THOUGHT TO CAUSE,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
504,psilocybin,DRUG,sustained adaptations,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
505,psilocybin,DRUG,depressed subjects,HEALTH,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
506,psilocybin,DRUG,increased P300 component,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
507,psilocybin,DRUG,shift dysfunctional emotional biases,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
508,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
509,psilocybin,DRUG,sustained adaptations,OUTCOME,POSITIVELY IMPACTS,6cc23b09fa92f4cb146e4331836d768828cde4c7dfb338f687823040ba941ab7
